# wkgb/3f1l_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    87     23 20.000 |  8.702  7.787 10.000       6     16     18   0.697
    87     28 19.000 |  8.369  7.254 10.000      10     20     22   0.628
    87     34 18.000 |  8.084  6.831 10.000      11     23     25   0.614
    87     43 17.000 |  7.783  6.412 10.000      13     26     28   0.604
    87     56 16.000 |  7.226  5.755  7.221      16     31     32   0.562
    87     72 15.000 |  6.541  5.029  4.851      17     33     35   0.581
    87     92 14.000 |  6.043  4.419  2.911      19     38     42   0.600
    87    109 13.000 |  5.489  3.859  1.113      20     42     46   0.638
    87    141 12.000 |  4.304  2.938  1.031      21     43     49   0.714
    87    187 11.000 |  3.435  2.282  0.883      23     47     54   0.683
    87    241 10.000 |  2.622  1.690  0.725      27     55     63   0.659
    87    304  9.000 |  2.334  1.488  0.699      29     57     67   0.668
    87    394  8.000 |  1.977  1.246  0.671      31     61     73   0.651
    87    491  7.000 |  1.395  0.953  0.627      32     64     77   0.668
    87    640  6.000 |  1.015  0.782  0.615      34     68     81   0.663
    87    819  5.000 |  0.864  0.717  0.604      35     69     83   0.669
    87   1061  4.000 |  0.797  0.693  0.604      35     69     83   0.693
    87   1396  3.000 |  0.797  0.693  0.604      35     69     83   0.693
    87   1835  2.000 |  0.761  0.674  0.604      35     69     86   0.674
    87   1838  1.000 |  0.761  0.674  0.604      35     69     86   0.674
    87   1838  0.000 |  0.761  0.674  0.604      35     69     86   0.674
#
