# watGNN/1c7k_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    34     12 95.000 |  8.229  6.880 10.000       7     11     11   0.355
    34     22 90.000 |  6.967  5.092  4.483      13     17     17   0.352
    34     36 85.000 |  5.132  3.028  0.463      18     23     24   0.387
    34     49 80.000 |  4.110  2.076  0.445      19     26     27   0.448
    34     59 75.000 |  3.370  1.630  0.445      19     26     27   0.448
    34     70 70.000 |  2.749  1.283  0.388      20     27     28   0.444
    34     80 65.000 |  1.718  0.842  0.388      20     28     29   0.488
    34     94 60.000 |  1.716  0.840  0.388      20     28     29   0.486
    34    115 55.000 |  1.505  0.798  0.388      20     28     29   0.486
    34    135 50.000 |  0.852  0.598  0.388      21     29     30   0.485
    34    153 45.000 |  0.816  0.584  0.388      21     29     30   0.530
    34    175 40.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    203 35.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    237 30.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    277 25.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    318 20.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    366 15.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    417 10.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    466  5.000 |  0.716  0.534  0.388      21     30     31   0.534
    34    596  0.000 |  0.716  0.534  0.388      21     30     31   0.534
#
